mutation_rate,treatment_coverage,beta,cost_of_resistances_factor,cycling_period
0.014088527642101096,0.6859817886700451,0.24195896721649326,1.163263417609185,1651
0.0028846010354074574,0.5604053815286288,0.015102740495678535,0.9467966796999578,1189
0.012911343231718683,0.6684929495218895,0.025120501030297043,1.0396850471191685,1547
0.004151185230623834,0.7172847998644216,0.05378618118826552,1.2157124867544271,959
0.016868225304703284,0.7760337284670284,0.18370926756922654,0.7812590290335657,1227
0.014462631827495407,0.37139794629138656,0.10198803291248373,1.241175352594885,767
0.0030281800961168104,0.23862127069636596,0.42159348766194576,1.0676438109139335,1426
0.018387980107812407,0.2350452677153808,0.18698356300982857,1.2168787569281942,841
0.011610082792031705,0.6247052068253756,0.03541974782132999,0.9360165143927812,482
0.009476418119640756,0.8410457171262908,0.015490953379553075,0.8364300645488532,501
0.016370410216804937,0.5056428190409417,0.1670455998757838,0.7901427060986128,1272
0.010313039784593485,0.49602732307288555,0.1805267553318238,1.1909228706564865,666
0.018005037273566903,0.5161181903888155,0.054768569429225304,0.7677879050655796,1561
0.011374343024925966,0.7842183617150607,0.09902600339757832,1.131917335227251,1611
0.00331549123702631,0.3717316235749014,0.025371320855321282,1.0482645609664907,1475
0.012005277006410076,0.34246472360421454,0.03745181175810525,1.2297687875666337,603
0.005016700778864635,0.5008454020138735,0.05366555221309008,1.2696174265877151,1441
0.015183528112393206,0.23510345514390102,0.029844797267702134,1.0877423004220963,1152
0.019456692360837607,0.26784075633874294,0.010377988866334805,0.9544069676815161,1441
0.01836951459203951,0.43339614882958544,0.10555061551429341,1.1062360002359917,477
0.0193998650543898,0.6243583972368427,0.03139020883640723,0.7649565679676746,1437
0.008774316778013892,0.2332802690748375,0.00999920943328054,0.9403186955391759,601
0.012296721701578719,0.3139158738971908,0.5541556996310777,1.1875136059035076,1117
0.013354540176359696,0.6584675008311098,0.08639805352705866,1.0350081299188272,1148
0.0035052073044682533,0.274735279904626,0.40260422379305516,1.2826086440048163,538
0.001987580137979267,0.3835506456173614,0.01907715875277771,0.7458921420347603,1044
0.018649480353739204,0.2596492655934847,0.3882371845254117,0.7549767126111396,1052
0.017124101706895333,0.46773771391054014,0.010270346833953748,0.7195109885887316,1778
0.005983633920223556,0.8706262082671692,0.04042365468827294,0.9342161453544049,475
0.01884981713974525,0.48015863582218204,0.26643090289090465,0.7384973658498736,911
0.005713630297125861,0.6384257763157679,0.02756710847943304,0.7572364901763797,1601
0.006446778472382366,0.6626588445978167,0.04049893361789219,1.094781996188886,1048
0.015965907819184097,0.8185512304111564,0.24626544992453675,0.9841333795431326,586
0.004524635039770979,0.8648636973719377,0.41622565945775825,1.279011341668908,708
0.015554309910402008,0.26332413713160474,0.18994876946013675,1.1182668806090943,437
0.002138230627948986,0.23724266334977134,0.036103066682597204,1.0322149950158297,1195
0.008457724029789029,0.6087520833295476,0.1594378315168262,1.1196497174881985,1173
0.016168219494439286,0.31883510509370483,0.05708971806610043,0.7435237723294834,480
0.015302811168991464,0.4534196570094493,0.08476895059230684,0.7718399571837383,579
0.013890329257049257,0.5832188627010797,0.022898074929625506,1.1313659874085036,446
0.01590979422666702,0.7514002877348036,0.06382003472368555,0.7568034723408192,909
0.014099094486598403,0.4970794543792641,0.02225874586532195,0.8700150278267185,1574
0.01191048470111266,0.6262522530151746,0.5776112509615793,1.0368296226614897,1097
0.007321301628640036,0.5316554916841016,0.0949450047589767,0.7459655904406886,1461
0.01727333506560141,0.7482070087466117,0.33530543293124504,1.099516407347957,1308
0.016947384208964907,0.8851376433239424,0.06354841335559691,0.9768463464928531,1746
0.006883895378791171,0.7886578239449276,0.029219644891794,0.9193258915563474,824
0.009110669442787468,0.3642439692528581,0.028130165793139466,1.0366628631295716,864
0.005675071590157458,0.20846865299185954,0.0269669015769954,1.1666529586806904,454
0.008256312450901339,0.8214166336658508,0.023971190991828702,0.8326135095969036,1067
0.008095802963100467,0.31580739518125056,0.05114489210029653,1.2495896297812346,1145
0.0063684911485356165,0.7467298570519256,0.10140986447288657,0.8355285590320644,1046
0.018731703551892492,0.3292128081001071,0.3002067505008504,1.1350989802932867,596
0.012615629430978683,0.8534970659447056,0.2868953005869246,1.035136541063578,738
0.008077969753836798,0.6757629302337297,0.17496734810777861,1.2253665817296717,865
0.01576778016140298,0.7873403977007254,0.04858930162729539,0.8764564411738541,1380
0.017478443779771438,0.3068286911925303,0.11921781213558212,1.153491009929643,659
0.003639324535235266,0.6670656510919283,0.06882373515688088,0.7861693521741069,1427
0.016881237339664016,0.4177144644812319,0.04232329511809933,0.8145020414821926,1105
0.01547582540636453,0.22101421379959035,0.026221897887898228,1.2873831748196505,458
0.0036261813080239224,0.7362733012645903,0.02212307538705355,1.05921009800308,1250
0.008154309398029962,0.686441181017685,0.06879932759701671,0.7083816254236384,411
0.014687187724607031,0.39202768823923445,0.011068007381024054,0.8350619700358408,1711
0.010801440583390021,0.37088358250490505,0.18394696877228328,1.2058481950087578,372
0.01642461544853752,0.7687780252798815,0.023782751517459563,1.1521384530204533,1125
0.009775003017761408,0.5025477489588458,0.015212041022716564,1.0817584607453459,1165
0.012691337377842532,0.36797969575643064,0.02882745166791116,0.730654631555472,1755
0.010204889172855423,0.6089713338280458,0.3109049572381782,0.7841612372431436,1010
0.01920245443902865,0.7691135091500854,0.015077470497457956,0.7571162223980631,1323
0.01802272576196376,0.7335365173682444,0.4293662387998538,1.1283015387507556,572
0.014429790094972455,0.554563909474138,0.01136190821593468,0.9816286542995782,703
0.019827694414056872,0.5032988284084485,0.02041696171413958,1.0663147651352927,791
0.007470283915305393,0.2289248691464506,0.3971641818694464,0.7013774892633201,996
0.011458149414053759,0.7039685822902633,0.025429474607489146,0.9422096871725743,1692
0.008899856069070762,0.581861111114447,0.2726832466806761,0.7713931071777678,1163
0.0046107018018411204,0.6285286712709086,0.013095652326410497,0.8434685437448052,946
0.003998218622676889,0.5433536038503568,0.03457464610672594,1.0163136993395232,1028
0.008397583239287132,0.5669451929984239,0.05443890952594522,0.7056810290441563,639
0.014397095394904826,0.8832011310241483,0.03869518585795359,1.292542141867665,368
0.01848747726482866,0.8929310241245727,0.06310423541012974,0.9573314909437081,1590
0.006463968917430191,0.8833101467145781,0.21259437519421415,0.8073504128732114,1395
0.006242871354256493,0.7850040185617566,0.1951672302546072,0.8397644006749371,830
0.0024314416619410587,0.7070768139158847,0.0547066989263009,1.0081679800572414,853
0.007278100893956306,0.49955748790766674,0.5641969250208043,1.1578453620134446,1356
0.0149313794166911,0.2885605602616693,0.05353796620680956,1.1185027106561978,676
0.005383745759686874,0.2722258418827222,0.06296741891918925,0.9140042521219385,623
0.01503982461443137,0.8974366981685524,0.04470698976453449,0.8778090587435763,1109
0.007631169642007404,0.32559457920545165,0.013245940178094877,1.0410604025547587,1691
0.019777148529503956,0.8192693208902446,0.03343092758153819,0.811392374374707,1630
0.013244769300646669,0.26383119388384796,0.017597623673957695,0.8233980979366665,1824
0.0031182413221663725,0.47034163275623364,0.03147064567523824,0.9029300864985927,380
0.006946580245651663,0.7733414299496375,0.01761144623524765,1.1133960755905583,1214
0.0194376462156958,0.5584235899818313,0.019046190520708373,0.8670712434119705,852
0.004632033096377504,0.794763489225693,0.4016066985254987,1.1250165890726778,701
0.01706969105146205,0.5306137411804333,0.039330390745946214,0.9902846397943371,1200
0.004780333562301372,0.8324487648994645,0.010685754492619742,0.9844912118618437,1702
0.007268387158973266,0.7745644274495285,0.03825492469160569,1.2861930424654953,888
0.003773207333657137,0.6988957948328526,0.29359815165664077,1.1090619236984935,753
0.018796694878500504,0.43899233172731666,0.011797006558484813,1.08410330974331,884
0.014549510436996415,0.3170520698533452,0.0665971862039914,0.8366965091067091,1638
0.0104586059783571,0.5287939537473778,0.223728190474032,1.1640486788322013,1651
0.00789275324863055,0.37650523785922485,0.10421739718691396,1.169302933501019,1162
0.013540688388077354,0.29032981570800537,0.08771691783276377,0.8972875543716934,1372
0.004259717627945237,0.7939641650756,0.10860204794535468,0.92324999306223,710
0.018505189208436447,0.49116854037734975,0.10094380489235398,1.2660350808396315,628
0.01033982798799822,0.5571597402596398,0.032455278338967754,0.9780340233933965,616
0.009430443981428544,0.7221322645398669,0.023387727729770966,0.9490351809662989,1300
0.01444688019317741,0.7628197542757844,0.17764794042508894,0.8826609090382421,1673
0.008164811826077924,0.3380480401161101,0.02582861724017461,0.8597477378784596,588
0.011741216845966523,0.41725724463397895,0.15368904778251277,0.9824944902557762,1590
0.0147583022127612,0.3429986898002153,0.03373303774485875,0.786651414792447,1463
0.009046466422103603,0.46616429386660707,0.03597157311959872,0.8296752637290374,1175
0.0025765989190392746,0.20452220220976766,0.01571879236381345,0.7374144654424819,1107
0.008027228598323107,0.8136574523331124,0.02803222292415093,0.8479895899694851,1158
0.003274836778880563,0.6724323005692947,0.052428007073795704,1.0408538853023455,1469
0.01686540851265734,0.3480266617770551,0.010963118164376284,0.9027826784410469,1004
0.017880938038606898,0.6173311273351326,0.032096968696632894,1.1635282737870116,856
0.015296127753502583,0.5100586172766814,0.18056349908699384,1.0940941633760617,1245
0.0020560542204922806,0.39646240055576193,0.010494909205430331,0.8215179496234806,1103
0.00600384446273056,0.6589627624632864,0.012728799886625529,1.0805547082082005,1318
0.010697288676732288,0.3184545904851452,0.09498570546613426,1.078501304936455,1054
0.010002805770491915,0.5061741883064561,0.01737620015305617,1.1093135957821254,1330
0.016561014736921603,0.8619022893426946,0.16112551243997356,1.0628608564772404,938
0.011944851573595403,0.4631161091331335,0.012063593713763174,1.1442542101516298,1654
0.010500446427047484,0.3009547361728002,0.4599803789541063,0.7837434474918901,1594
0.006014581461931555,0.6368869115325513,0.026134695771326585,1.1091057627860605,1058
0.012052138540497118,0.7029390487633114,0.012638341384987104,1.1389019538765754,873
0.017395437759494228,0.6810420969867595,0.02182602488599549,0.8347580825996087,971
0.014650491195781335,0.7471657700166507,0.06933716532307443,0.8938864377259045,1411
0.019698950421611232,0.2912793043678614,0.3678840109761647,0.9197209022268956,1820
0.009898610603235037,0.48386513281940235,0.022405409103898148,0.8773336639931557,1631
0.012107281395475638,0.2609974877601849,0.011107858595452097,1.2374787324409362,663
0.01661817499881299,0.7412625647235103,0.10323560191459806,1.0593703116523192,1191
0.014903508356111745,0.21525862326139686,0.1492266991109291,1.172012157231269,861
0.009330692314188167,0.4966792875249797,0.02052472988387586,0.8782674682491364,1680
0.009720114120677605,0.5258177277962962,0.08228313136070316,0.778666594634847,385
0.010599560540954598,0.4967459796307732,0.03158052775802488,0.8942059115101576,799
0.015619994023844954,0.6053942868531913,0.28112766795208993,0.9640013855301572,833
0.012555510923250248,0.5885594053674008,0.06338001692670296,0.7558966821291763,1507
0.008607397970062184,0.21093814426924395,0.1003854333406375,1.2164590351502542,880
0.0040295319402784534,0.4388278540025855,0.05575135373702395,0.8705763723157264,1160
0.018726701943746257,0.6914805430852864,0.03473573965817966,0.7638718661938307,1000
0.0106692893574693,0.5642068337036467,0.38685451289903067,1.26887798820678,1821
0.00565963580402833,0.5611875258427004,0.43392300055907324,0.8257229625554101,1180
0.005424851518783608,0.522155450061768,0.015398902595079507,0.7505051959307366,387
0.0027271515441216676,0.5634641329704024,0.43619615237104714,1.1004029399997055,622
0.019790748312839248,0.41425850444393086,0.02617811318001898,1.12323856066141,1591
0.014629623618559134,0.536047379166594,0.014999200216080397,1.0763071251875456,948
0.012523042846209557,0.8530621049879417,0.012741239315562446,0.8558165718328578,1478
0.006670421147907311,0.4328293474691105,0.04190419108729379,1.2609041228423172,608
0.004668628981169855,0.6109422512981193,0.011924838556927893,0.7534990121835055,1808
0.00911465482911687,0.6677186090155858,0.22940400470145877,0.7762446556561929,1132
0.007130786904329587,0.8595501696036127,0.009826708967923613,0.970169097801501,806
0.010361105863694172,0.6716168514442611,0.09697694169755802,1.2897293577275284,1438
0.017034954101384944,0.5262561167047066,0.07856758600257734,0.8084848421303658,1182
0.012684754179545416,0.828674653337149,0.01493134678377117,1.0477012367030611,1639
0.016297263720739846,0.643738137898408,0.0546455903264999,1.2222802920827465,1715
0.01979511408991349,0.7145671433488379,0.0858166940254138,0.820735063145245,1391
0.006472211336946641,0.6005822370370402,0.3846933050972117,1.0494173258029593,1344
0.007709099414055422,0.8868121983802484,0.10049380802337586,0.7352520397952125,818
0.012721263434598774,0.8391948899197521,0.04677331065755706,1.2241048994713517,830
0.017409031452756924,0.24530916006698494,0.062438348439339486,0.723163530930958,1035
0.004552053004997954,0.6057302711930639,0.5791917944844625,1.1266585339684403,912
0.013434227303894092,0.6176611375083394,0.020631076230868704,1.1741471347791188,934
0.003359313281598526,0.6146020253276981,0.018555175274529573,0.9206504966751305,919
0.012433891527489556,0.7352203357801006,0.018038511160542916,0.8789136844394321,1571
0.01215527620080145,0.3427923607840979,0.0645662042933726,0.7519998951718001,874
0.014723831096768917,0.6997611406990207,0.5068135141382478,1.2745164478825104,510
0.004123216064592148,0.6560766097793111,0.07421987873464952,1.1004658274402759,421
0.006279369047940554,0.264569782428832,0.04495803930523069,1.1222052382084036,1431
0.00834561456993189,0.6890894771383583,0.3249894641927547,0.9971812725937426,1303
0.005061634238325936,0.3310830575872433,0.02895831537460919,0.8389462714569234,1726
0.011346355118283778,0.8949483318634963,0.5646266983950854,1.2051076893758437,1604
0.00280476500382284,0.6634154366915037,0.014702832436573708,0.9129857332857996,964
0.013902077924682468,0.2003069850782801,0.218512276308577,1.175382954031225,1443
0.0031467148198538,0.5478231996159024,0.04364228176919002,0.7444325518162134,633
0.01341606065866654,0.6455999667011132,0.020399940491424073,1.161158843117086,1101
0.0052821178167635225,0.44120563621146613,0.016176492574339108,1.0191714309473294,655
0.0028919457430082534,0.5260715579573013,0.1916552293523205,1.0072609946532904,649
0.013892632822603213,0.40874479649413464,0.08393926154390605,1.1201924374062497,559
0.010871421145535473,0.7675317060797238,0.5768765934190376,0.7920889662510038,1296
0.009710193214803863,0.2614001271297092,0.17190712022390947,1.05254066423522,590
0.01747614773948061,0.5731747803301666,0.013338301005667309,0.787027517926979,996
0.018283804404313358,0.36543622861985053,0.06843638495107646,1.2730449940308346,502
0.01441694522726707,0.7358732609826464,0.012697590740517465,1.172996663130042,1013
0.00982835601896764,0.4870367209592939,0.12123188811716576,1.0562856367531932,1814
0.00884161271259961,0.4997101682219396,0.22267908040413176,1.0918949503226685,762
0.019402918306131108,0.8402854125521177,0.07123821606354204,1.0365210567650969,1024
0.008490449018254636,0.2878388327370616,0.2564850014355978,1.1854935351838691,1818
0.0023877570656319893,0.20536346243813208,0.16838934187392135,0.900157889900868,1097
0.0169734643330395,0.5711395529928686,0.36644004646325457,1.0087887234999404,1521
0.016294332340824644,0.8396459182050338,0.04216091871876714,0.858464106561684,1255
0.010131348458160045,0.7042449851437786,0.5831594648070649,1.0519517275889299,592
0.014463411297303481,0.5468064179699619,0.17451715275338944,0.7896072315589733,416
0.013319784120277272,0.37485193168264275,0.011906719790727794,1.0490992046415044,1728
0.010896887942103087,0.46408616730153485,0.03041699768795128,0.9417019692387858,766
0.015585475764292242,0.2548146580058506,0.01278623319371397,0.8582090388752688,616
0.0020097098180598184,0.6005136273813991,0.01022985208305156,0.7259548618530073,1106
0.013729406769087356,0.4821070876679491,0.10662285753064232,0.8624406636342085,818
0.0077338007048768625,0.4685226892977697,0.08565241640282813,1.0125066428360658,845
0.007193680435992958,0.3371859573558496,0.45614975613035663,0.9806148764528484,1484
0.005452038465717051,0.687973598229075,0.2938616364024747,1.0746156027448028,695
0.013109517599981763,0.5959564380123732,0.3184638702160471,1.1304368940159235,1120
0.01981205249640937,0.5471709434016071,0.4223569988356671,0.8588027246071219,994
0.003575696261498962,0.8528171357395262,0.021857323948192738,0.7245642486633563,910
0.002349738260350933,0.8713558292432357,0.01653978895464789,0.9904461355312792,423
0.011507668129891893,0.39014625055965063,0.24169073694934576,1.265038516222773,873
0.00806052010878214,0.5615795159686878,0.010330701837308949,1.1851276154694124,910
0.012460492994578206,0.5057575215074891,0.04078211098294154,1.1241738183946137,1225
0.00754635738334186,0.6236209479239248,0.5207517086876398,0.8176711745565947,550
0.012896561269141075,0.32736514352237694,0.063470732544442,1.2909831207410933,494
0.01422429322866893,0.40479356436063096,0.010422252697845654,1.0212750378029498,726
0.018990151943148258,0.6591302846603981,0.032133875075219774,0.7591907867854572,1504
0.013154196454626274,0.6071732593086708,0.3376235892531703,1.0908740779518231,1309
0.008861814098909232,0.6177954456413761,0.14259198403395362,0.8878246662904599,1738
0.006322322306055204,0.4209645441487353,0.04563498787032871,0.7033130488680687,1209
0.01766897323167739,0.3997509663096286,0.47561893941917044,1.263526731027231,388
0.012403261990902631,0.8560600012755375,0.056178460634249104,1.0056120455471758,1803
0.00207236298882458,0.4221803937007557,0.013591152627707251,1.2606883089972594,885
0.01139480933363849,0.7649651903751642,0.19579911992730736,1.0115412246007058,1640
0.003666388045219276,0.5957623993306533,0.08409026269712391,1.2595865132512387,811
0.017305075221988653,0.5113213448848478,0.35751223928859,1.2628123550913837,1140
0.0065391661949955465,0.6300248455928509,0.048285837137212004,1.1716367915614243,728
0.00955331495308629,0.34315011732938394,0.06002409808850885,1.2223988295505586,1076
0.0053099087275478695,0.41566954700880865,0.17746353480514182,1.2541588889393125,1334
0.019517761222253294,0.7985491474438824,0.20462982763669665,0.8520532662263849,677
0.008409051132797218,0.5930071552124603,0.03423469319180195,0.7886578677149657,1596
0.01573600163299992,0.33739707562615795,0.017930022051280976,0.8104856950926944,1434
0.007093473858084502,0.22823141641160066,0.07448142305721389,0.8057234125833712,1762
0.019548173054900444,0.8722528654824124,0.01046417393554855,1.2251399501263849,1593
0.0130378695601052,0.6899922818998265,0.10213963198547595,1.069926233666549,1120
0.010337545491232003,0.7824304445280323,0.014212567817290269,1.1518635481107098,1091
0.009901757251517386,0.7753252184274397,0.07639947986034473,0.8250399639450212,1714
0.006424895090328092,0.3961186158261019,0.30943139450080304,1.263916834173639,1637
0.013461426752325475,0.3911870933531233,0.5272391219334112,1.1946604146060287,391
0.007103585328665962,0.6790333645431894,0.1094890109885027,0.7192373416986613,517
0.009382367882367676,0.7288118897505671,0.3784025013645277,1.10011575502951,1057
0.01733844114419829,0.8651834104632781,0.43743839744443325,1.008687111722677,1669
0.0031799120723126394,0.8442547365338258,0.1689747071618532,0.9529641604919453,863
0.01013321851896925,0.4447164610681024,0.059831422863067724,0.7223226465907637,1285
0.006459411992385346,0.27996621192343424,0.012297406180124015,1.1281911473362936,1763
0.012390436451636122,0.8885522112755275,0.036697095295928024,1.2949492447698707,1752
0.009765662647867495,0.47486860641489254,0.3071226024577672,1.045337510240217,1603
0.009345058536040453,0.5502561391373306,0.040549154734267345,1.2690127984757122,439
0.01883063108411333,0.7099739786085844,0.0190604937678492,0.9215665101599859,1023
0.0024413953773088897,0.7645003795388912,0.2684672014665805,1.0711841911510829,1287
0.014749788586824,0.5605701911217897,0.03903740039633255,0.8692435020341056,1487
0.007229020617981287,0.8769951885770015,0.03612904648104205,1.25991549275644,545
0.005208244892982618,0.2951522684083155,0.0360815025737737,0.8970743758139854,1558
0.013569482447733526,0.24065261939973975,0.043485770159356736,1.2180492457236105,864
0.011786339455101004,0.4211745791652925,0.2117683240734284,0.8876913907119758,502
0.014392627117902974,0.881860081425003,0.011807684892030141,1.0346588100193692,1699
0.014148253828440057,0.2725679576590132,0.039055483151565186,0.9181395557829714,1066
0.007253571721090028,0.693030489848252,0.20432954550372454,0.7159282337562738,1031
0.0049501123988077,0.44074381426630804,0.23854565464080324,1.2233177876856955,807
0.008781191860525601,0.7575088167575927,0.5919200268425003,1.2986479954620864,403
0.015602874651201621,0.24336970208505807,0.014093183615452845,0.8037490300162203,374
0.006730374412030487,0.45306724735355375,0.3508507899667049,1.1801216922593987,963
0.009652257483264237,0.39408931699203953,0.019114423015833035,1.2017193277484672,1057
0.002893593233669937,0.7599727650442232,0.08217164322140291,0.7662887301382704,1278
0.010266878990908057,0.7977352560887925,0.10848804418889242,0.8642849222851718,1093
0.010505464374706144,0.5732782749401377,0.31043195761775416,0.9598359904288511,1239
0.010616716931968107,0.3403942269693837,0.4835976942861827,1.2793703134934669,695
0.0025155200432035426,0.29947051471044916,0.013814121845913751,1.282437583364294,1231
0.010988184613398113,0.5269698181916568,0.010061395412801889,1.003545206985668,414
0.014871319080427523,0.7787809661833955,0.5622869474794381,0.931700176691272,644
0.012648581965170371,0.8826051010529845,0.4822158838272821,1.120483940556649,514
0.0031899494916352708,0.4804960190736174,0.03908358792175207,0.7240548823533139,898
0.008486436034874803,0.5402173975162361,0.04725084757129197,0.9630868345970917,1293
0.0040384310667563785,0.4781540707089781,0.048807683172590884,1.281510409933857,1200
0.002642227798906462,0.7237181112790672,0.073189011427182,1.0248483627841694,1369
0.014675734560852487,0.5004881559493766,0.02224144385838907,1.201359510286188,1356
0.010977720735361492,0.42206457181597057,0.01831033211884233,1.253802608283745,1761
0.01801497875261916,0.31611331785048263,0.6025196723477989,1.0140802717395154,1319
0.004555184272119992,0.5224107088191924,0.04249837139003375,1.1702596292400274,1220
0.01778025619208149,0.3034912983147196,0.13760071038355892,0.7461976890134815,1653
0.00880343014875636,0.28141803475448146,0.0754638802919585,1.1207163156109876,1057
